Görüş,Durum
ürünü aldım 1 aydır kutudaydı 1 hafta önce bilgisayara taktığımdan beri çıtırtı sesleri geliyordu an itibariyle kafayı bozmuş durumda dosya kopyalarken takılıyor bilgisayarımda gözükmemeye başlıyor yeniden başlatınca gözüküyor işlem yapınca yine aynı şekilde bozuluyor,Olumsuz
güzel bi ürüne benziyor,Olumlu
ürün gayet güzel kullanışlı eksik parça yok toz yok içinden çıkan kokusu güzel fakat küçük biraz büyük olabilirdi makinayı alacaklara tavsiye ederim teşekkürler,Olumlu
son derece kullanışlı renk mükemmel kalite iyi,Olumlu
memnun kaldım küçük kullanışlı,Olumlu
iki tane aldım kırık geldi iade derdiyle uğraşmayacagim iade etmedim bir internetten elektronik ürün almam,Olumsuz
uzun zamandır kullanıyorum vade ettiklerini sonuçta gostermiyor kesinlikle yinede kullanıyorum olmadiktan iyi,Olumsuz
kargo son derece hızlıydı özenle paketlenmişti ürüne gelirsek arzum un dikey elektrikli süpürgesi bekarlar öğrenci evinde kalanlar kimseler oldukça iyi çekiş emiş gücü hayli fazla ancak bebekli evcil hayvanlı çocuklu bir evdeyseniz aileseyseniz elbette ürün yetmeyecek fazla iş görmeyecektir ürün çalıştığı esnada sesli tabii gücünden kaynaklanıyor bir motordan kaynaklanan sıcak hava üflemesi fazla tabii yine gücüyle ilgili,Olumlu
selam bosch condense 2200 24 kw modelininden bende aktırdım eca buderus kararlıydım kullananlardan satıcıdan olumlu şeyler duyunca ikna oldum alıp taktırdım hakkaten kaliteli ürün sessiz çalışıyor duymuyorum bile nerdeyse tipide şık duruyor bi özelliği hoşuma gitti ayrıca mesela radyatörlerde oluşan hava yı eskiden radyatörden atardık kombide kendisi atıyo dijital gösterge sadece sağ tarfta bar göstergesi diji değil,Olumsuz
109 tl fiyatıyla fiyat performans olarak ideal,Olumlu
hayır ürün göründüğünden haznesi küçük ürün arızalı çıktı muhatap bulamadigin para çöpe gidiyor sakin almayın,Olumsuz
öncede kazanlı ütü kullandım ütü mükemmel gerek kullanma kolaylığı gerekse kazandırdığı hız beş yıldızı hak ediyor kullanırken elinize dikkat edin mesela ütü sağ elinizde sol elle ütülenecek malzemeyi tutuyorsanız ütü sol elinize yakınden buhar basmayın elinizi fena yakabi li rsi ni,Olumlu
henuz yeni aldım bir kullandım yine değerlendirebilirim genel olarak iyi bir ürün ücretinin karşılığını veriyor isınma pişirme süresi iyi dezavantajları kulpu ısınıyor yatay olduğu basmak zor oluyor üstten kulplu olanlar kullanışlı olabilir son olarak 3 yıl garanti süresi iyi bir,Olumlu
almayın cokkk cızırtı yapıyor 1 yıldız,Olumsuz
ürün oyuncak çekiş gücü neredeyse yok şarj kablosu basit kulaklık kablosu vasat,Olumsuz
kendim kullanıyorum anneme hediye aldımm kalabalık misafir olunca hayat kurtarıyor,Olumlu
sesi boğuk r ye göre takın dediği halde kulakliklarda öyle bi yazi mevcut değil kablosu 20 gün sonra jak girişinden ayrıldı tavsiye etmem,Olumsuz
teslimat hizli idi tesekkur ederim urun harika hafif cok verimli utu suresini kisaltiyor resmen,Olumlu
ses kalitesi gayet iyiydi fakat alalı bir sene olmadan tek kulağı bozuldu,Olumsuz
güzel tavsiye ederim,Olumlu
ürünü şuan aldım kurulumunu yaptım termostad residansı çalışmıyor,Olumsuz
acer swift serisi pc kullanicilari kesinlikle almasın 512gb ustunu acer kabylake boardlar gormuyor ürün uyumsuz asus zenbook notebookta denedim urun cok hızlı calisiyor ancak el deyilmeyecek kadarda ısınıyor pc sogutmaniz zayif dikkat edin,Olumsuz
ürünün paketlenmesi rezalet bana ulaştığında kutunun kapağı açıktı hasar almıştı şansıma ürüne zarar gelmemiş fotoğraf kargo poşetinden çıkar çıkmaz çekilmiştir,Olumsuz
iki yıldır kullanıyoruz bir sorun yaşamadık hediye olarak alıyoruz tavsiye ederim burada dan kısa zamanda gelmesini bekliyoruz,Olumlu
ürün gelemediği yürüse hızlı gelirdi değerlendiremiyorum diğerlendirini la değerlendirdim bile,Olumsuz
ip tv aboneliği 20 günde kapandı youtube açılmıyor sürekli ağ hatası diyor uydu kanalları bile sürekli donuyor fişi çekip takmak zorunda kalıyorum almayın arkadaşlar,Olumsuz
güzel bir ütü fakat biraz ağır,Olumlu
ürün küçük kulaklar başı rahatsız etmiyor ben kalitesini bilerek aldım üründen fazla bir beklememek gerekiyor ben akşamları laptopta film izlemek çocukları izlerken rahatsız etmemek aldım seçimi size bırakıyorum,Olumsuz
olumlu yönleri ürün gayet iyi fiyatına göre ilgili alakalı satıcı,Olumlu
başta güzel ses verirken 4 aydan sonra sağ kulakçaktan ses gelmeye başladı seste cızırtılar olmaya başladı tavsiye etmiyorum,Olumsuz
2 yıldır marka kullanıyorum kuru pasta yapacaksanız idare eder ancak kek tarzı yapacaksanız tavsiye etmem ısıyı dengesiz veriyor pasta kabarmadan oturuyor fanı çalıştırıncada bir işe yaramıyor,Olumsuz
fan kısmı olmadığı güzel pişirmiyor yemeklerin içi çiğ dışı yanıyor kesinlikle tavsiye etmiyorum özellikler kısmında yeterli açıklama olmadığı yanılıp aldım çağda markadan böyle bir eksiklik beklemezdim,Olumsuz
güzel harika,Olumlu
blender iyi bir şekilde parçalıyor memnunum,Olumlu
önceden tür farklı ürünler kullandık fakat hoşumuza gitti almadan önce yorumlardan birinde okumuştum damlatıyor hayır hiçte damlatmıyor kısa zamanda suyu kaynatıyor tabanıda kısa zamanda yıpranmazsa süper eksileri kablosu kisa üst kapak plastik ürüne yakışmamış metal olmaliydi metal,Olumlu
ürün güzel markalara göre uygun tavsiye olunur,Olumlu
muhteşem memnunum,Olumlu
kullanmadim,Olumsuz
fiyati piyasaya gore cok uygun cok hizli teslim edildi tesekkurler,Olumlu
ürünü kendim kullanıyorum bunu anneme aldım memnun gerek çekiş gücü gerekse kullanım sırasındaki ses düzeyi adeta bir elektrikli süpürge sessiz denebilir iyi çekiş gücü mükemmel sonuçta 4a performans ürünü herkese tavsiye ederim,Olumlu
kaynatma suresi uzun geldi iade ettim,Olumsuz
güçlü bir pişirici değil,Olumsuz
1 adet ölü piksel çıktı ips monitör deneyiminiz varsa renkler rahatsız edici derecede kötü 1 ms tepki süresi 75 hz katlanacağız,Olumsuz
modemi 2 yıldır kullanıyorum ev kullanımı gayet iyi vdsl desteği varmı bilen var,Olumsuz
bi problem yok,Olumlu
çeyizim aldım zaten bildiğim bir üründü şık kullanışlı internetten alırken tereddüt etmiştim kargo hızlı bir şekilde elime ulaştı vegelir gelmez denedim çalışıyor ben memnun kaldım emeğinize sağlık,Olumlu
ilk kullanmada çayı bile demleyemeden kapağı kapatırken cam parcalandı neye uğradığımı şaşırdım,Olumlu
ürün görsel olarak kullanış olak güzel ancak klavye donma yapıyor arasıra,Olumsuz
güzel ürün dışında fazla su lekesi bırakıyor,Olumlu
homend harika bir marka kesinlikle tavsiye ederim ancak ürünün boyutları biraz küçük normal tost ekmeği iki tane yapılabilir kişilik evler ideal,Olumlu
berbat bir fırın turbo var güya fan dönmüyor turboda ısıtmıyor bir bakıyorsun bembeyaz pişmemiş bir kaç dakika sonra bir bakıyorsun yanmış tam bir rezalet,Olumsuz
ürünle ilk pişirme yaptığınızda gayet iyi çalışıp pişiriyor bir kaç pişirme sonrası köfteyi pişiremez hale geldi kimseye önermiyorum not amazzon dışında bir marketten aldım iade bile almıyorlar,Olumsuz
telefon özellikleri iyi ancak pili gücü 3000 mah olduğu ortalama kullanımda şarj bir gün idare ediyor,Olumlu
telefon,Olumsuz
çaycıdan memnun kaldım almak isteyenlere tavsiye ederim,Olumlu
güzel bir ürün memnun kaldık,Olumlu
ürün gayet güzel kaliteli neredeyse yarı fiyatına aldık,Olumlu
güzel ürün fakat küçük ayrıca kaynattığı zaman düğme atmıyor kendimiz düğmeyi kapatıyoruz,Olumsuz
süpürgenin emişi süper halıda toz namına bir bırakmıyor ancak aksesuarlar plastik değil naylon aldığım gün bozuldu servise götürdüm değiştirdiler yine bozuldu şuan aksesuarkar sadece bir kere değişime tabi olduğu değiştirmiyorlarmış,Olumsuz
2 günde elime ulaştı kablosu kısa ayar düğmesi kalitesiz yerinden çıkıyor düzgün çalışmıyor son ayarda bazen 2 bazen 3 çubuk yanıyor buhar çıkış yerinden çıkan buhar sapına geliyor su damlaları oluyor özetle fiyatı uygun beğenmedim kalitesiz,Olumsuz
beğenmedim fazla para verip iyisini alın,Olumsuz
ürün standart pekte iyi degil,Olumsuz
ürünü kullanmayı başlayalı 1 aydan fazla zaman geçti gündüz bile resim video çekimlerinde noise piksellenme var gece çekimini denemedim bile odaklanma zayıf enstantane diyafram ayarı varsa bulamadım steady shot özelliğine kapılıp almıştım hayal kırıklığı oldu bizim internet reklamlarındaki sarsıntısız çekimlerden yazık eser yok android telefondan wifi bağlantısı kurulamadı devamlı hata veriyor aldığıma pişmanım 14 günlük iade süresini kaçırdım iyice pişman oldum orta sınıf ucuz bir bir aksiyon kamerası aynı kalitede görüntüler yakalayabilirsiniz birde aldıktan sonra ürünü başka bir sitede uzuca gördüm moralim iyice bozuldu para puan kampanyası aynı hesaba geliyordu gerçi gerek var paketleme kargo ışık hızındaydı tek olumlu söyleyebileceğim budur,Olumsuz
kisacası memmun değilim,Olumsuz
i çi geniş heryerini eşit pişiriyor fiyata göre mükemmel bir ürün ışıklı olması artısı,Olumlu
sıfır aldım tozlar içinde geldi acelem olduğu iade etmiyorum mağazayıda önermiyorum,Olumsuz
elime geçerse doldururum alanı,Olumsuz
ısıtması mükemmel otomatik güzel çalışıyor açma kapama düğmesi olması büyük kolaylık kolay gelsin kargo firması mükemmel teşekkürler amazzon,Olumlu
guzel paketlenmisti elime guzel ulasti kullanmadim calismasi icin denedim guzel fiyatina gore guzrl urun,Olumlu
ürün fiyatına göre normal standartta,Olumlu
selam ürünün okuma yazma değerleri yüzde 50 oranla aşağıdadır okuma 290 civarı yazma 320 civarında bilgilere göre başka ürünlere göz atabilirsiniz hayal kırıklığı yaşadım,Olumsuz
güzel bi ürün,Olumlu
süpürgenin cekis gucu iyi evet ancak hali uzerinde dusuk ayarda dahi hareket ettirmek imkansiz bakın zor demiyorum imkansız adam bir baslik yapamamislar,Olumsuz
açıklama detayında görseller ilan görselleri farklı lan görselinde üst modelin görseli kullanılmış,Olumsuz
modelden 1 yıl önce almıştım acayip gürültülü çalışıyor makineyerinde durmuyor servisi çağıracağım sözde sesiz motor almıştık,Olumsuz
tamam ssd laf yok iyi tavsiye ederim 1 hafta oldu hala mağaza kargoya vermedi mağazayı beğenemedim,Olumsuz
yorumları okuduğumda neredeyse aldığıma pişman olmuştum korktuğum olmadı köpüklü güzel kahveler pişiriyor ayrıca kapasitesi kahve fincanları 4 den fazla oluyor tavsiye ederim,Olumlu
ürünün güvenilirliği sıradan olduğundan satın alma konusunda pişman olduğu şirketle başa çıkmamayı tavsiye ederim,Olumsuz
1 hafta önce yorumlara bakarak vestel 511 bm aldım önceki makinamda vesteldı 17 sene kullandım diger makina yıkamadan hemen sonra acsan bile bulasık lar kuruydu maalesef makınanın kurutma durumu ıyı degıl pervaneler bıle ıslak kalıyor süper 50ve hızlı 30 kurutma yok yogun 70 ekonomi 50 cok uzun kurutma zayıf,Olumsuz
ürün elime geçti kullanma klavuzu yetersiz kalıyor kurulumu kendi tecrübelerimden faydalanarak gerçekleştirebildim çekim gücü fiyatına göre gayet iyi siteye teşekkürler,Olumsuz
ürün başarılı amazzon kargo konusunda zaten mukemmel 24 saat olmadan teslimat,Olumlu
urunle ilgili yeterince aciklama yapilmamisti ürünün cam acma sistemi güzel degil 5tl lik amartisörü k0ymamişler öyle sallany0r,Olumsuz
ürün kullanımının ertesi günü arıza yaptı hiçbir ışık yanmıyor resetledim şeyi denedim çalışmadı kutulayıp geri gönderdim şanssızlık bilmiyorum aciliyetten aynı ürünü marketten pahalıya almak zorunda kaldım,Olumsuz
yorumlara puanlamaya bakarak aldım kısa sürede elime ulaştı gelir gelmez kullandım görüntüsü gücü kullanım rahatlığı güzel tavsiye ediyorum gönül rahatlığıyla alabilirsiniz,Olumlu
makinayı 4 yıldır kullanıyorum tek kelimeyle harika üstüne başka makina almam bir ay önce 2 yaşındaki kızım akşam farketmeden makinayı çalıştırmış makina salondaydı sesini farketmemişiz sabah uyandığımda salona bir almak kapıyı açtığımda makina hala çalışıyordu şükür bir olmamış 12 saatten fazla çalışmış 90 m2 evde sesini farketmemiş olmamız kadar sessiz olduğunu kanıtlıyor tavsiye ederim benden sonra çevremdeki çoğu aile makinaya geçti,Olumlu
kesinlikle güzel bir ürün,Olumlu
kulakligin birinden ses gelmeye başladı sony marka yakışmıyor,Olumsuz
olumlu yönleri eve bir tane mikser almayı düşünüyordum bunun yaptığım araştırmalardan sonra arzum marka tmikseri buldum bir arkadaşımda kullanıyordu önerdi yuzden hemen aldım anda kullanıyorum kullanımından memnunum herkese tavsiye ederim,Olumlu
güzel kullanışlı bir ürün,Olumlu
gayet şık guzel fıyatı ıyı kargo ıyı tskler,Olumlu
rahatsız ediyor güzel sesi yok,Olumsuz
çalışıyor tutma yeri hatalı uzun süre dayanacağını düşünmüyorum,Olumsuz
ürün hakkında yorum yapmıştım fakat kapısında hafıf bı ezık vardı vestek servısı kurulumu yaparken hemen aradılar ıkı gun sonra yenı kapak geldı degıştıler ayrıca servısı ben aramadım kendılerı aradı kurulumunu yaptıllar güzel kullanışlı bı ürün dık olması bence ıyı almak istersen hepsının gözü ayrı kullanışlı tavsıye ederım,Olumlu
ürünü uzun zamandır kullanıyorum memnunum sadece kireç önlemesi var yazıyor özelliklerin bir süre sonra kireç dökülmesi yapmaya başladı,Olumlu
firma arızalı bir ürünü tedarikçisinden değiştirmek yerine sana bana satmaya çalışıyor bana ulaşan ürün belli önce açılmış iade edilmişti ade kabul ediyor yanlışlıkla ürünü açmadan kabul filan ederseniz elinizde arızalı ürün kalır dikkat edin,Olumsuz
süper hızlı kargolama sorunsuz ürün teşekkürler,Olumlu
ürün resimleri yanıltıcı kullanışsız küçük vestel ürüne ücretsiz kurulum yapmıyormuş sadece fişi takacaklar onun servis ücreti istiyorlar,Olumsuz
ürünun fiyati yukselince aldım genede kupon kodu bonusla cok pahaliya gelmedi ceva lojistik hemen geldi calisani cok ilgiliydi mutfaga kadar goturdu koydu serviste bir gun sonra geldi cok şükür çizik vs yok gayet saglam bir sekilde geldi tesekkur ediyorum,Olumlu
beğenmedim basit,Olumsuz
ürün güzel gayet kaliteli şık evet gerçekten sesi biraz gürültülü rahatsız etmiyor yine bir yıldızı sesten kırdım,Olumlu
güzel ürün tavsiye olunur,Olumlu
ütü konusunda rahat ettim sinir olduğum ütü yapmaktı şimdi sıkıntı değil ütüyü kumaşın üstünde hafifçe gezdirmem bile yeterli kırışıklıkları güzel açıyor tek sıkıntı suyu çabuk bitiyor buhar gücü normal düşünüyorum ayrıca hızlı gönderi teşekkür ederim,Olumlu
gayet güzel ürün beğrndim,Olumlu
motor gücü düşük makinayı kullanırken elimde kalacakmış 50 lira fazla verin sağlam bir alın derim,Olumsuz
urun harika,Olumlu
olumsuz yönleri eli me ulaşmadi,Olumsuz
fiyatına göre gayet başarılı bir telefon koruyucu kılıf ekran camı geliyor ben ekstra dan aldım fakat üstünde gelen kullanıyorum gayet hızlı bir sekilde kargo tarafıma ulaştırıldı teşekkürler,Olumlu
ürünün zaman ayarı çalışmıyor ancak zaman ayarının kadar önemi benim olmadığı geri iade etmedim,Olumsuz
kesinlikle mükemmel memnun kaldım pratik kullanışlı bir makina ayrıca horoz kargo personeli vestel teknik servis ekibininde başarılı hızlı olduğunuda söylemeliyim,Olumlu
ürün yi bi ürün tavsi ye ederi teşekkürler,Olumlu
mause poşette geldi bir koruması yoktu sol tıkı kırık çalışmıyo,Olumsuz
fiyat performans açısından ana kadar aldığım kaliteli mutfak ürünlerim arasında türk kahvesini iyi pişiren türkiye sinbo dur almak isteyenlere tavsiye ederim,Olumlu
gayet guzel bir urun,Olumlu
türksat kanallarını hordbitten veriyor hordbirt kanallarını türksattan veriyor,Olumsuz
ürünün içindeki dışında toz torbasi yoktu ekstra 1 tane toz torbasi olması gerekliydi bence,Olumlu
